"ID","Handle","Command","Title","Status"
"8940206031079","short-sleeve-baby-tee-oat","MERGE","Short Sleeve Baby Tee","Draft"
"8940206129383","short-sleeve-baby-tee-olive","MERGE","Short Sleeve Baby Tee","Draft"
"8940206457063","short-sleeve-baby-tee-sand","MERGE","Short Sleeve Baby Tee","Draft"
"8940206653671","short-sleeve-boyfriend-t-shirt-chocolate","MERGE","Short Sleeve Boyfriend T-Shirt","Draft"
"8940206751975","short-sleeve-boyfriend-t-shirt-oat","MERGE","Short Sleeve Boyfriend T-Shirt Oat","Draft"
"8940206850279","short-sleeve-boyfriend-t-shirt-olive","MERGE","Short Sleeve Boyfriend T-Shirt Olive","Draft"
"8940206915815","short-sleeve-boyfriend-t-shirt-sand","MERGE","Short Sleeve Boyfriend T-Shirt","Draft"
"8940212781287","thea-90s-bikini-top-1","MERGE","Thea Bikini Top Ivory","Archived"
"8940191875303","long-sleeve-cropped-hoodie-t-shirt-black","MERGE","Long Sleeve Cropped Hoodie T-Shirt","Draft"
"8940207046887","long-sleeve-boyfriend-t-shirt-olive","MERGE","Long Sleeve Boyfriend T-Shirt","Draft"
"8940207112423","long-sleeve-boyfriend-t-shirt-sand","MERGE","Long Sleeve Boyfriend T-Shirt","Draft"
"8940207145191","rib-tank-chocolate","MERGE","Rib Tank","Draft"
"8940207177959","rib-tank-oat","MERGE","Rib Tank","Draft"
"8940207243495","rib-tank-olive","MERGE","Rib Tank","Draft"
"8940207309031","rib-tank-sand","MERGE","Rib Tank","Draft"
"8940207407335","rib-tank-earth","MERGE","Rib Tank","Draft"
"8940207505639","cropped-scoop-neck-tank-earth","MERGE","Cropped Scoop Neck Tank","Draft"
"8940207538407","cropped-scoop-neck-tank-chocolate","MERGE","Cropped Scoop Neck Tank","Draft"
"8940207571175","cropped-scoop-neck-tank-oat","MERGE","Cropped Scoop Neck Tank","Draft"
"8940207669479","cropped-scoop-neck-tank-olive","MERGE","Cropped Scoop Neck Tank","Draft"
